Sample ID	Species	Sociality	Sex	Tissue	Abstract	Publication	Collection Date	Location	RNA/DNA	Project Accession
SRR3948566	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Jul-14	Panama	RNA	PRJNA331103
SRR3948568	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	May-14	Panama	RNA	PRJNA331103
SRR3948570	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	May-14	Panama	RNA	PRJNA331103
SRR3948572	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	May-14	Panama	RNA	PRJNA331103
SRR3948575	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Jun-14	Panama	RNA	PRJNA331103
SRR3948577	Megalopta genalis	Socially polymorphic	Female	whole body	Four female phenotypes of the facultatively eusocial sweat bee, Megalopta genalis (Hymenoptera: Halictidae) were collected from observation nests on Barro Colorado Island, Panama. Poly(A)-selected RNA was isolated from whole brains and eviscerated abdomens and used for RNAseq library preparation followed by sequencing on an Illumina HiSeq 2500 at the WM Keck Center at the University of Illinois at Urbana-Champaign. Submitted to SRA are the raw reads from 55 libraries (25 abdominal libraries and 30 brains)	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2228	Jul-14	Panama	RNA	PRJNA331103
SRR10765021	Colletes gigas	Solitary	Male	whole body	This reference genome of Colletes gigas will provide insights to explore the biology and behavior mechanisms of this species, and understanding its evolution history and interactions with its visiting plant.	https://pubmed.ncbi.nlm.nih.gov/32386319/	Nov-17	China	RNA	PRJNA512939
SRR2001766	Dufourea novaeangliae	Solitary	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Jul-11	Canada	RNA	PRJNA279825
SRR1945093	Dufourea novaeangliae	Solitary	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Jul-11	Canada	DNA	PRJNA279825
SRR1945094	Dufourea novaeangliae	Solitary	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Jul-11	Canada	DNA	PRJNA279825
SRR1945095	Dufourea novaeangliae	Solitary	Male	whole body	The overarching goal of this project is to identify the genomic signatures of social evolution.	https://academic.oup.com/gbe/article/13/6/evab075/6259147	Jul-11	Canada	DNA	PRJNA279825
SRR2895245	Osmia bicornis	Solitary	Female	whole body	whole body	https://pubmed.ncbi.nlm.nih.gov/30716069/	Dec-16	Germany	RNA	PRJNA285788
SRR2895246	Osmia bicornis	Solitary	Female	whole body	whole body	https://pubmed.ncbi.nlm.nih.gov/30716069/	Dec-16	Germany	RNA	PRJNA285788
SRR2895247	Osmia bicornis	Solitary	Female	whole body	whole body	https://pubmed.ncbi.nlm.nih.gov/30716069/	Dec-16	Germany	RNA	PRJNA285788
SRR2895248	Osmia bicornis	Solitary	Female	whole body	whole body	https://pubmed.ncbi.nlm.nih.gov/30716069/	Dec-16	Germany	RNA	PRJNA285788
SRR2895249	Osmia bicornis	Solitary	Male	whole body	whole body	https://pubmed.ncbi.nlm.nih.gov/30716069/	Dec-16	Germany	RNA	PRJNA285788
SRR2895250	Osmia bicornis	Solitary	Male	whole body	whole body	https://pubmed.ncbi.nlm.nih.gov/30716069/	Dec-16	Germany	RNA	PRJNA285788
SRR2895251	Osmia bicornis	Solitary	Male	whole body	whole body	https://pubmed.ncbi.nlm.nih.gov/30716069/	Dec-16	Germany	RNA	PRJNA285788
SRR9676054	Osmia lignaria	Solitary	Unknown	whole body	Osmia lignaria, the blue orchard bee, is a solitary mason bee. It overwinters as a diapausing adult which is uncommon but not unusual among insects. RNA-Seq was performed on developing pupa, newly emerged adults, and diapausing adults to identify genes and pathways involved in diapause and overwintering. We included a larval and pre-pupa sample to assemble a more complete transcriptome.	https://academic.oup.com/book/11436/chapter/160122395?login=true	Aug-11	Utah	RNA	PRJNA553801
SRR9676058	Osmia lignaria	Solitary	Unknown	whole body	Osmia lignaria, the blue orchard bee, is a solitary mason bee. It overwinters as a diapausing adult which is uncommon but not unusual among insects. RNA-Seq was performed on developing pupa, newly emerged adults, and diapausing adults to identify genes and pathways involved in diapause and overwintering. We included a larval and pre-pupa sample to assemble a more complete transcriptome.	https://academic.oup.com/book/11436/chapter/160122395?login=true	Aug-11	Utah	RNA	PRJNA553801
SRR9676059	Osmia lignaria	Solitary	Unknown	whole body	Osmia lignaria, the blue orchard bee, is a solitary mason bee. It overwinters as a diapausing adult which is uncommon but not unusual among insects. RNA-Seq was performed on developing pupa, newly emerged adults, and diapausing adults to identify genes and pathways involved in diapause and overwintering. We included a larval and pre-pupa sample to assemble a more complete transcriptome.	https://academic.oup.com/book/11436/chapter/160122395?login=true	Aug-11	Utah	RNA	PRJNA553801
SRR8335251	Andrena camellia	Solitary	Female	whole body	The mining bee Andrena camellia is a key pollinator of oil-tea trees whose nectar is toxic to honey bees (Apis spp.). Here, we present the first transcriptome sequencing analysis for A. camellia and, through a comparison with western honey bee (A. mellifera) we identify key differentially expressed genes (DEGs) involved in galactose metabolism. Our study helps to elucidate the poisoning and detoxify mechanisms of different bee species and will provide important fundamental for pollination application on oil-tea tree.	 	Jan-17	China	RNA	PRJNA510543
SRR8335252	Andrena camellia	Solitary	Female	whole body	The mining bee Andrena camellia is a key pollinator of oil-tea trees whose nectar is toxic to honey bees (Apis spp.). Here, we present the first transcriptome sequencing analysis for A. camellia and, through a comparison with western honey bee (A. mellifera) we identify key differentially expressed genes (DEGs) involved in galactose metabolism. Our study helps to elucidate the poisoning and detoxify mechanisms of different bee species and will provide important fundamental for pollination application on oil-tea tree.	 	Jan-17	China	RNA	PRJNA510543
SRR8335253	Andrena camellia	Solitary	Female	whole body	The mining bee Andrena camellia is a key pollinator of oil-tea trees whose nectar is toxic to honey bees (Apis spp.). Here, we present the first transcriptome sequencing analysis for A. camellia and, through a comparison with western honey bee (A. mellifera) we identify key differentially expressed genes (DEGs) involved in galactose metabolism. Our study helps to elucidate the poisoning and detoxify mechanisms of different bee species and will provide important fundamental for pollination application on oil-tea tree.	 	Jan-17	China	RNA	PRJNA510543
SRR8335254	Andrena camellia	Solitary	Female	whole body	The mining bee Andrena camellia is a key pollinator of oil-tea trees whose nectar is toxic to honey bees (Apis spp.). Here, we present the first transcriptome sequencing analysis for A. camellia and, through a comparison with western honey bee (A. mellifera) we identify key differentially expressed genes (DEGs) involved in galactose metabolism. Our study helps to elucidate the poisoning and detoxify mechanisms of different bee species and will provide important fundamental for pollination application on oil-tea tree.	 	Jan-17	China	RNA	PRJNA510543
SRR13404631	Andrena 	Solitary	Unknown	pooled whole bodies 	Metatranscriptome analysis of sympatric bee species identifies variants of bee infecting viruses, and a novel RNA virus primarily associated with Andrena	https://pubmed.ncbi.nlm.nih.gov/33673324/	Mar-18	Israel	RNA	PRJNA687318
SRR13404633	Andrena 	Solitary	Unknown	pooled whole bodies 	Metatranscriptome analysis of sympatric bee species identifies variants of bee infecting viruses, and a novel RNA virus primarily associated with Andrena	https://pubmed.ncbi.nlm.nih.gov/33673324/	Mar-18	Israel	RNA	PRJNA687318
SRR13404635	Andrena 	Solitary	Unknown	pooled whole bodies 	Metatranscriptome analysis of sympatric bee species identifies variants of bee infecting viruses, and a novel RNA virus primarily associated with Andrena	https://pubmed.ncbi.nlm.nih.gov/33673324/	Mar-18	Israel	RNA	PRJNA687318
